date,spx,dax,ftse,nikkei
2001-08-30,1129.03,5162.4,5332.7,10938.45
2001-08-31,1133.58,5188.17,5345.0,10713.51
2001-09-03,1133.58,5094.1,5312.1,10409.68
2001-09-04,1132.94,5208.1,5379.6,10772.59
2001-09-05,1131.74,5048.08,5316.1,10598.79
2001-09-06,1106.4,4875.37,5204.3,10650.33
2001-09-07,1085.78,4730.67,5070.3,10516.79
2001-09-10,1092.54,4670.13,5033.7,10195.69
2001-09-11,1092.54,4273.53,4746.0,10292.95
2001-09-12,1092.54,4335.2,4882.1,9610.1
2001-09-13,1092.54,4392.4,4943.6,9613.09
2001-09-14,1092.54,4115.98,4755.8,10008.89
2001-09-17,1038.77,4234.55,4898.9,9504.41
2001-09-18,1032.74,4194.85,4848.7,9679.88
2001-09-19,1016.1,4041.8,4721.7,9939.6
2001-09-20,984.54,3809.67,4556.9,9785.16
2001-09-21,965.8,3787.23,4433.7,9554.99
2001-09-24,1003.45,4038.69,4613.9,9554.99
2001-09-25,1012.27,4009.12,4663.4,9693.97
2001-09-26,1007.04,4095.32,4696.1,9641.7
2001-09-27,1018.61,4184.5,4763.6,9696.53
2001-09-28,1040.94,4308.15,4903.4,9774.68
2001-10-01,1038.55,4239.97,4785.6,9972.28
2001-10-02,1051.33,4304.2,4832.3,10136.56
2001-10-03,1072.28,4436.66,4881.8,9924.23
2001-10-04,1069.63,4548.13,5016.2,10205.48
2001-10-05,1071.38,4487.69,5036.0,10205.87
2001-10-08,1062.44,4495.15,5032.7,10205.87
2001-10-09,1056.75,4472.42,5009.8,10011.77
2001-10-10,1080.99,4613.19,5153.1,9964.88
2001-10-11,1097.43,4718.46,5164.9,10347.01
2001-10-12,1091.65,4625.13,5145.5,10632.35
2001-10-15,1089.98,4548.48,5067.3,10452.54
2001-10-16,1097.54,4626.48,5082.6,10637.82
2001-10-17,1077.09,4644.82,5203.4,10755.45
2001-10-18,1068.61,4574.37,5116.0,10474.85
2001-10-19,1073.48,4513.53,5017.7,10538.79
2001-10-22,1089.9,4619.32,5070.4,10565.41
2001-10-23,1084.78,4704.22,5193.3,10861.56
2001-10-24,1085.2,4811.82,5167.6,10802.15
2001-10-25,1100.09,4715.6,5086.6,10880.1
2001-10-26,1104.61,4820.26,5188.7,10795.16
2001-10-29,1078.3,4660.35,5085.9,10612.31
2001-10-30,1059.79,4543.98,5003.6,10512.82
2001-10-31,1059.78,4559.13,5039.7,10366.34
2001-11-01,1084.1,4636.13,5071.2,10347.28
2001-11-02,1087.2,4583.31,5129.5,10383.78
2001-11-05,1102.84,4755.11,5209.1,10447.54
2001-11-06,1118.86,4707.65,5214.1,10633.72
2001-11-07,1115.8,4860.66,5216.3,10284.98
2001-11-08,1118.54,4993.57,5278.1,10431.79
2001-11-09,1120.31,4910.07,5244.2,10215.71
2001-11-12,1118.33,4820.37,5146.2,10081.56
2001-11-13,1139.09,4946.97,5277.1,10030.56
2001-11-14,1141.21,4953.53,5240.8,10086.76
2001-11-15,1142.24,5006.33,5238.2,10489.89
2001-11-16,1138.65,5062.64,5291.0,10649.09
2001-11-19,1151.06,5185.1,5338.0,10727.94
2001-11-20,1142.66,5096.18,5298.7,10575.62
2001-11-21,1137.03,5087.03,5313.8,10661.08
2001-11-22,1137.03,5124.54,5345.9,10696.82
2001-11-23,1150.34,5150.97,5293.2,10696.82
2001-11-26,1157.42,5114.12,5302.5,11064.3
2001-11-27,1149.5,5059.57,5266.0,10948.89
2001-11-28,1128.52,4915.95,5205.2,10624.81
2001-11-29,1140.2,4936.08,5208.5,10655.96
2001-11-30,1139.45,4989.91,5203.6,10697.44
2001-12-03,1129.9,4988.44,5164.6,10370.62
2001-12-04,1144.8,5013.99,5212.1,10452.65
2001-12-05,1170.35,5262.75,5333.5,10713.81
2001-12-06,1167.1,5271.29,5369.8,10857.28
2001-12-07,1158.31,5199.03,5264.7,10796.89
2001-12-10,1139.93,5124.68,5185.0,10571.01
2001-12-11,1136.76,5146.45,5160.8,10473.91
2001-12-12,1137.07,5062.56,5120.0,10801.52
2001-12-13,1119.38,4966.05,5074.9,10433.45
2001-12-14,1123.09,4909.42,5061.0,10511.65
2001-12-17,1134.36,5067.99,5136.3,10323.35
2001-12-18,1142.92,5039.64,5151.1,10432.17
2001-12-19,1149.56,4984.69,5120.6,10471.93
2001-12-20,1139.93,4934.14,5080.2,10434.52
2001-12-21,1144.89,5019.01,5159.2,10335.45
2001-12-24,1144.65,5019.01,5177.4,10335.45
2001-12-25,1144.65,5019.01,5177.4,10254.81
2001-12-26,1149.37,5019.01,5177.4,10192.57
2001-12-27,1157.13,5117.13,5213.2,10457.61
2001-12-28,1161.02,5160.1,5242.4,10542.62
2001-12-31,1148.08,5160.1,5217.4,10542.62
2002-01-01,1148.08,5160.1,5217.4,10542.62
2002-01-02,1154.67,5167.88,5218.3,10542.62
2002-01-03,1165.27,5270.29,5318.8,10542.62
2002-01-04,1172.51,5318.73,5323.8,10871.49
2002-01-07,1164.89,5232.22,5293.6,10942.36
2002-01-08,1160.71,5236.37,5250.4,10695.6
2002-01-09,1155.14,5288.21,5228.5,10663.98
2002-01-10,1156.55,5228.11,5190.7,10538.43
2002-01-11,1145.6,5209.97,5198.6,10441.59
2002-01-14,1138.41,5065.84,5113.5,10441.59
2002-01-15,1146.19,5062.04,5166.0,10208.05
2002-01-16,1127.57,4984.2,5127.6,10177.58
2002-01-17,1138.88,5133.4,5138.5,10128.18
2002-01-18,1127.58,5122.23,5126.8,10293.32
2002-01-21,1127.58,5069.74,5138.5,10280.25
2002-01-22,1119.31,5045.72,5149.2,10050.98
2002-01-23,1128.18,5163.03,5180.7,10040.91
2002-01-24,1132.15,5170.44,5233.1,10074.05
2002-01-25,1133.28,5156.63,5193.1,10144.14
2002-01-28,1133.06,5159.02,5223.6,10220.85
2002-01-29,1100.64,5084.52,5131.4,10026.03
2002-01-30,1113.57,5052.2,5089.3,9919.48
2002-01-31,1130.2,5107.61,5164.8,9997.8
2002-02-01,1122.2,5097.06,5189.7,9791.43
2002-02-04,1094.44,4984.48,5167.3,9631.93
2002-02-05,1090.02,4936.75,5093.4,9475.6
2002-02-06,1083.51,4804.41,5073.8,9420.85
2002-02-07,1080.17,4862.62,5127.0,9583.27
2002-02-08,1096.22,4835.95,5128.1,9686.06
2002-02-11,1111.94,4940.0,5161.8,9686.06
2002-02-12,1107.5,4884.78,5135.7,9877.99
2002-02-13,1118.51,4935.35,5153.9,9968.35
2002-02-14,1116.48,4973.77,5208.8,10081.09
2002-02-15,1104.18,4862.6,5182.5,10048.1
2002-02-18,1104.18,4871.76,5154.3,10093.25
2002-02-19,1083.34,4764.05,5092.5,9847.16
2002-02-20,1097.98,4780.24,5024.2,9834.13
2002-02-21,1080.95,4850.73,5073.3,10295.42
2002-02-22,1089.84,4745.58,5050.8,10356.78
2002-02-25,1109.43,4863.54,5100.7,10296.47
2002-02-26,1109.38,4897.75,5139.0,10202.63
2002-02-27,1109.89,4960.22,5178.4,10573.09
2002-02-28,1106.73,5039.08,5101.0,10587.83
2002-03-01,1131.78,5097.41,5169.0,10812.0
2002-03-04,1153.84,5245.84,5242.0,11450.22
2002-03-05,1146.14,5228.67,5214.0,11348.45
2002-03-06,1162.77,5285.26,5245.5,11358.53
2002-03-07,1157.54,5289.43,5282.1,11648.34
2002-03-08,1164.31,5359.55,5285.7,11885.79
2002-03-11,1168.26,5340.67,5258.9,11919.3
2002-03-12,1165.58,5275.81,5252.5,11607.33
2002-03-13,1154.09,5245.99,5272.0,11415.31
2002-03-14,1153.04,5276.87,5261.4,11568.82
2002-03-15,1166.16,5401.11,5292.7,11648.01
2002-03-18,1165.55,5426.04,5299.9,11498.38
2002-03-19,1170.29,5462.55,5316.1,11792.82
2002-03-20,1151.85,5364.7,5266.9,11526.78
2002-03-21,1153.59,5348.68,5253.3,11526.78
2002-03-22,1148.7,5366.13,5250.5,11345.08
2002-03-25,1131.87,5317.38,5203.6,11261.09
2002-03-26,1138.49,5390.59,5195.5,11207.92
2002-03-27,1144.58,5348.0,5214.7,11323.68
2002-03-28,1147.39,5397.29,5271.8,11333.11
2002-03-29,1147.39,5397.29,5271.8,11024.94
2002-04-01,1146.54,5397.29,5271.8,11028.7
2002-04-02,1136.76,5311.08,5251.4,11204.49
2002-04-03,1125.4,5281.84,5247.8,11400.71
2002-04-04,1126.34,5254.95,5209.5,11379.2
2002-04-05,1122.73,5260.53,5233.6,11335.49
2002-04-08,1125.29,5180.33,5178.6,11352.89
2002-04-09,1117.8,5170.25,5179.6,11114.49
2002-04-10,1130.47,5265.36,5229.1,11218.58
2002-04-11,1103.69,5162.96,5137.4,11147.27
2002-04-12,1111.01,5189.65,5161.0,10962.98
2002-04-15,1102.55,5244.2,5201.4,11137.3
2002-04-16,1128.37,5343.88,5259.9,11346.66
2002-04-17,1126.07,5318.55,5263.9,11543.71
2002-04-18,1124.47,5262.88,5229.4,11575.73
2002-04-19,1125.17,5284.55,5243.6,11512.01
2002-04-22,1107.83,5205.48,5221.5,11721.64
2002-04-23,1100.96,5192.1,5191.0,11736.83
2002-04-24,1093.14,5160.14,5218.2,11672.88
2002-04-25,1091.48,5054.41,5197.5,11648.72
2002-04-26,1076.32,5000.38,5159.0,11541.39
2002-04-29,1065.45,5008.04,5153.9,11541.39
2002-04-30,1076.92,5041.2,5165.6,11492.54
2002-05-01,1086.46,5041.2,5125.5,11552.79
2002-05-02,1084.56,4964.56,5174.1,11551.01
2002-05-03,1073.43,4882.77,5203.1,11551.01
2002-05-06,1052.67,4880.67,5203.1,11551.01
2002-05-07,1049.49,4872.41,5119.9,11316.04
2002-05-08,1088.85,5028.59,5209.1,11520.75
2002-05-09,1073.01,4966.48,5197.6,11633.3
2002-05-10,1054.99,4871.7,5171.2,11531.11
2002-05-13,1074.56,4975.48,5204.8,11336.95
2002-05-14,1097.28,5049.08,5239.5,11356.19
2002-05-15,1091.07,5072.39,5259.1,11642.97
2002-05-16,1098.23,5047.45,5248.5,11738.69
2002-05-17,1106.59,5036.41,5218.0,11847.32
2002-05-20,1091.88,4998.99,5208.1,11856.54
2002-05-21,1079.88,4984.61,5197.2,11801.16
2002-05-22,1086.02,4919.5,5151.9,11961.98
2002-05-23,1097.08,4879.5,5175.3,11979.85
2002-05-24,1083.82,4899.13,5169.1,11976.28
2002-05-27,1083.82,4961.54,5136.3,11976.35
2002-05-28,1074.55,4918.58,5074.2,11936.08
2002-05-29,1067.66,4881.8,5083.0,11853.0
2002-05-30,1064.66,4761.96,5040.8,11770.03
2002-05-31,1067.14,4818.3,5085.1,11763.7
2002-06-03,1040.68,4747.95,5085.1,11901.39
2002-06-04,1040.69,4625.79,5085.1,11653.07
2002-06-05,1049.9,4624.31,4989.2,11663.87
2002-06-06,1029.15,4657.52,4957.6,11574.94
2002-06-07,1027.53,4610.18,4920.4,11438.53
2002-06-10,1030.74,4589.26,4928.2,11370.21
2002-06-11,1013.6,4606.09,4934.8,11449.44
2002-06-12,1020.26,4510.19,4851.7,11327.06
2002-06-13,1009.56,4470.14,4771.9,11144.84
2002-06-14,1007.27,4303.85,4630.8,10920.63
2002-06-17,1036.17,4475.1,4756.8,10664.11
2002-06-18,1037.14,4433.85,4702.0,10839.93
2002-06-19,1019.99,4354.82,4652.4,10476.18
2002-06-20,1006.29,4245.68,4580.3,10612.98
2002-06-21,989.14,4232.4,4605.4,10354.35
2002-06-24,992.72,4127.21,4541.9,10471.32
2002-06-25,976.14,4202.97,4631.0,10496.67
2002-06-26,973.53,4099.05,4531.0,10074.56
2002-06-27,990.64,4259.43,4540.7,10261.6
2002-06-28,989.82,4382.56,4656.4,10621.84
2002-07-01,968.65,4366.81,4685.8,10595.44
2002-07-02,948.09,4195.95,4546.8,10622.32
2002-07-03,953.99,4138.15,4392.6,10812.3
2002-07-04,953.99,4258.62,4471.2,10632.81
2002-07-05,989.03,4483.03,4615.7,10826.09
2002-07-08,976.98,4442.33,4601.3,10769.2
2002-07-09,952.83,4369.76,4542.9,10960.25
2002-07-10,920.47,4190.22,4420.1,10752.66
2002-07-11,927.37,4118.5,4230.1,10485.74
2002-07-12,921.39,4130.8,4224.1,10601.45
2002-07-15,917.93,3912.51,3994.5,10375.15
2002-07-16,900.94,3977.75,4021.9,10250.42
2002-07-17,906.04,4092.82,4190.6,10296.02
2002-07-18,881.56,4100.75,4297.3,10498.26
2002-07-19,847.75,3891.88,4098.3,10202.36
2002-07-22,819.85,3691.43,3895.5,10189.01
2002-07-23,797.7,3515.83,3858.0,10215.63
2002-07-24,843.43,3632.66,3777.1,9947.72
2002-07-25,838.68,3520.46,3965.9,9929.91
2002-07-26,852.84,3579.0,4016.7,9591.03
2002-07-29,898.96,3859.78,4202.7,9666.67
2002-07-30,902.78,3878.94,4180.9,10003.72
2002-07-31,911.62,3700.14,4246.2,9877.94
2002-08-01,884.66,3606.45,4044.5,9793.51
2002-08-02,864.24,3532.49,4075.6,9709.66
2002-08-05,834.6,3332.65,3996.4,9704.93
2002-08-06,859.57,3568.64,4131.0,9501.02
2002-08-07,876.77,3465.54,4094.4,9834.4
2002-08-08,905.46,3679.26,4240.5,9799.57
2002-08-09,908.64,3760.86,4322.4,9999.79
2002-08-12,903.8,3647.13,4221.6,9747.82
2002-08-13,884.21,3683.21,4271.7,9688.61
2002-08-14,919.62,3589.92,4171.1,9638.41
2002-08-15,930.25,3665.74,4327.5,9795.57
2002-08-16,928.77,3684.69,4330.0,9788.13
2002-08-19,950.7,3837.67,4426.9,9599.1
2002-08-20,937.43,3768.51,4368.9,9620.69
2002-08-21,949.36,3868.17,4364.8,9642.61
2002-08-22,962.7,3906.55,4434.7,9814.02
2002-08-23,940.86,3828.26,4389.8,9867.45
2002-08-26,947.95,3783.84,4389.8,10067.74
2002-08-27,934.82,3851.34,4449.7,9907.3
2002-08-28,917.87,3682.84,4274.0,9766.73
2002-08-29,917.8,3660.95,4209.3,9620.14
2002-08-30,916.07,3712.94,4227.3,9619.3
2002-09-02,916.07,3609.41,4180.9,9521.63
2002-09-03,878.02,3398.99,4028.7,9217.04
2002-09-04,893.4,3425.9,4027.0,9075.09
2002-09-05,879.15,3354.71,4011.0,9222.12
2002-09-06,893.92,3485.68,4107.2,9129.07
2002-09-09,902.96,3429.22,4062.4,9306.26
2002-09-10,909.58,3494.69,4175.5,9309.31
2002-09-11,909.45,3584.69,4210.7,9400.08
2002-09-12,886.91,3421.87,4084.9,9415.23
2002-09-13,889.81,3361.28,4008.0,9241.93
2002-09-16,891.1,3319.05,4044.3,9241.93
2002-09-17,873.52,3289.13,4025.2,9543.94
2002-09-18,869.46,3124.92,3865.4,9472.06
2002-09-19,843.32,3007.47,3813.5,9669.62
2002-09-20,845.39,3065.73,3860.1,9481.08
2002-09-23,833.7,2914.25,3739.4,9481.08
2002-09-24,819.29,2873.21,3671.1,9321.64
2002-09-25,839.66,2962.5,3696.3,9165.41
2002-09-26,854.95,3020.6,3850.6,9320.92
2002-09-27,827.37,2918.9,3907.2,9530.44
2002-09-30,815.28,2769.03,3721.8,9383.29
2002-10-01,847.91,2865.23,3797.4,9162.26
2002-10-02,827.91,2926.74,3905.3,9049.33
2002-10-03,818.95,2813.3,3880.3,8936.43
2002-10-04,800.58,2714.62,3813.8,9027.55
2002-10-07,785.28,2667.39,3780.9,8688.0
2002-10-08,798.55,2622.09,3730.5,8708.9
2002-10-09,776.76,2597.88,3742.4,8539.34
2002-10-10,803.92,2733.19,3777.3,8439.62
2002-10-11,835.32,2930.74,3953.4,8529.61
2002-10-14,841.44,2850.11,3931.6,8529.61
2002-10-15,881.27,3048.27,4130.3,8836.73
2002-10-16,860.02,3008.93,4057.7,8884.87
2002-10-17,879.2,3172.46,4170.7,8959.88
2002-10-18,884.39,3163.67,4130.5,9086.13
2002-10-21,899.72,3282.67,4133.8,8978.41
2002-10-22,890.16,3155.97,4118.9,8689.39
2002-10-23,896.14,3015.42,4006.9,8714.52
2002-10-24,882.5,3090.01,4103.7,8614.3
2002-10-25,897.65,3102.01,4051.1,8726.29
2002-10-28,890.23,3198.96,4090.5,8757.51
2002-10-29,882.15,3022.01,3935.9,8708.76
2002-10-30,890.71,3113.59,4002.7,8756.59
2002-10-31,885.76,3152.85,4039.7,8640.48
2002-11-01,900.96,3165.16,3997.0,8685.72
2002-11-04,908.35,3327.94,4141.5,8685.72
2002-11-05,915.39,3351.32,4146.1,8937.56
2002-11-06,923.76,3298.84,4103.7,8953.29
2002-11-07,902.65,3155.66,4081.3,8920.44
2002-11-08,894.74,3079.1,4034.6,8690.77
2002-11-11,876.19,3042.06,4015.6,8460.37
2002-11-12,882.95,3115.88,4085.1,8464.77
2002-11-13,882.53,3066.42,4029.4,8438.52
2002-11-14,904.27,3188.39,4053.1,8303.39
2002-11-15,909.83,3191.76,4091.6,8503.59
2002-11-18,900.36,3218.36,4116.0,8346.01
2002-11-19,896.74,3206.93,4096.5,8365.26
2002-11-20,914.15,3212.99,4094.9,8459.62
2002-11-21,933.76,3304.63,4190.0,8668.06
2002-11-22,930.55,3320.88,4175.2,8772.56
2002-11-25,932.87,3299.24,4122.2,8944.44
2002-11-26,913.31,3191.63,4071.0,8823.99
2002-11-27,938.87,3346.14,4144.2,8875.88
2002-11-28,938.87,3360.76,4185.4,9176.78
2002-11-29,936.31,3320.32,4169.4,9215.56
2002-12-02,934.53,3380.2,4154.3,9174.47
2002-12-03,920.75,3280.49,4075.4,9205.11
2002-12-04,917.58,3320.75,4048.6,9006.73
2002-12-05,906.55,3224.74,4032.4,8917.57
2002-12-06,912.23,3207.53,4013.5,8863.26
2002-12-09,892.0,3065.57,3933.9,8828.05
2002-12-10,904.45,3167.99,3925.0,8804.52
2002-12-11,904.96,3196.05,3974.9,8727.66
2002-12-12,901.58,3111.88,3935.3,8708.69
2002-12-13,889.48,3077.06,3878.1,8516.07
2002-12-16,910.4,3205.29,3984.0,8450.94
2002-12-17,902.99,3139.97,3908.7,8510.73
2002-12-18,891.12,3022.69,3835.2,8344.01
2002-12-19,884.25,2961.41,3841.4,8387.57
2002-12-20,895.76,3024.22,3889.9,8406.88
2002-12-23,897.38,3000.84,3936.9,8406.88
2002-12-24,892.47,3000.84,3942.1,8512.37
2002-12-25,892.47,3000.84,3942.1,8501.14
2002-12-26,889.66,3000.84,3942.1,8700.1
2002-12-27,875.4,2840.0,3829.4,8714.05
2002-12-30,879.39,2892.63,3900.6,8578.95
2002-12-31,879.82,2892.63,3940.4,8578.95
2003-01-01,879.82,2892.63,3940.4,8578.95
2003-01-02,909.03,3105.04,4009.5,8578.95
2003-01-03,908.59,3092.94,4005.0,8578.95
2003-01-06,929.01,3157.25,4001.4,8713.33
2003-01-07,922.93,3112.77,3957.4,8656.5
2003-01-08,909.93,2993.0,3924.8,8517.8
2003-01-09,927.57,3037.68,3934.0,8497.93
2003-01-10,927.57,3037.33,3974.1,8470.45
2003-01-13,926.26,3060.65,3948.3,8470.45
2003-01-14,931.66,3098.72,3945.6,8553.06
2003-01-15,918.22,3049.4,3887.8,8611.75
2003-01-16,914.6,3054.11,3881.8,8609.17
2003-01-17,901.78,2918.82,3820.6,8690.25
2003-01-20,901.78,2893.55,3778.6,8558.82
2003-01-21,887.62,2870.57,3736.7,8708.58
2003-01-22,878.36,2803.25,3678.0,8611.04
2003-01-23,887.34,2811.22,3622.2,8790.92
2003-01-24,861.4,2717.82,3603.7,8731.65
2003-01-27,847.48,2643.8,3480.8,8609.47
2003-01-28,858.54,2671.36,3490.0,8525.39
2003-01-29,864.36,2706.57,3483.8,8331.08
2003-01-30,844.61,2693.78,3578.7,8316.81
2003-01-31,855.7,2747.83,3567.4,8339.94
2003-02-03,860.32,2751.99,3689.4,8500.79
2003-02-04,848.2,2632.98,3590.1,8484.9
2003-02-05,843.59,2725.88,3678.7,8549.85
2003-02-06,838.15,2649.0,3597.0,8484.19
2003-02-07,829.69,2569.34,3599.2,8448.16
2003-02-10,835.97,2586.09,3579.1,8484.93
2003-02-11,829.2,2627.0,3669.2,8484.93
2003-02-12,818.68,2571.25,3616.1,8664.17
2003-02-13,817.37,2555.27,3610.8,8599.66
2003-02-14,834.89,2674.46,3611.9,8701.92
2003-02-17,834.89,2708.97,3692.4,8771.89
2003-02-18,851.17,2740.14,3729.5,8692.97
2003-02-19,845.13,2624.65,3658.3,8678.44
2003-02-20,837.1,2591.26,3687.3,8650.92
2003-02-21,848.17,2648.87,3727.1,8513.54
2003-02-24,832.58,2571.35,3701.8,8564.95
2003-02-25,838.57,2485.5,3621.5,8360.49
2003-02-26,827.55,2450.2,3593.3,8356.81
2003-02-27,837.28,2513.22,3569.9,8359.38
2003-02-28,841.15,2547.05,3655.6,8363.04
2003-03-03,834.81,2549.65,3684.7,8490.4
2003-03-04,821.99,2501.03,3625.3,8480.22
2003-03-05,829.85,2498.02,3563.5,8472.62
2003-03-06,822.1,2437.51,3555.4,8369.15
2003-03-07,828.89,2431.66,3491.6,8144.12
2003-03-10,807.48,2329.04,3436.1,8042.26
2003-03-11,800.73,2305.3,3452.7,7862.43
2003-03-12,804.19,2202.96,3287.0,7943.04
2003-03-13,831.9,2354.31,3486.9,7868.56
2003-03-14,833.27,2403.19,3601.8,8002.69
2003-03-17,862.79,2487.12,3722.3,7871.64
2003-03-18,866.45,2584.61,3747.3,7954.46
2003-03-19,874.02,2615.22,3765.4,8051.04
2003-03-20,875.67,2604.85,3765.7,8195.05
2003-03-21,895.79,2715.06,3861.1,8195.05
